,0,ASIN,ModuleDegree,BelongsTo
222,0.0019487146535856605,B00000JQ8M,2,126
198,0.0019461020308154302,B00002JWZK,2,120
438,0.0019402784986430075,B00005NGD0,2,132
324,0.001939424884312419,B00004XMTS,2,150
383,0.00193279486479659,6303284302,2,42
100,0.0019318922483215722,B00007D00J,2,80
73,0.0019196020054285496,630098687X,1,173
186,0.001918218097444592,6305149844,2,117
184,0.0019180124202277512,B00005AXA7,2,37
155,0.0019136683463237257,6302605148,2,101
58,0.001900683470541377,6301253779,2,50
167,0.0018886059893347255,0967830206,2,110
311,0.001884417270761112,073603739X,2,142
174,0.0018841237661770295,B00004STC6,2,81
93,0.0018804849245020849,B00005U8RV,2,74
96,0.0018785611614043848,630430840X,2,76
449,0.0018697380099054102,B00004UCXI,1,276
103,0.0018522060146084732,B00000JYX4,2,82
330,0.0018468144562825495,6304907354,2,144
70,0.001845262741804841,6302374057,2,60
352,0.0018380817054249306,B000059YSC,1,247
191,0.0018372297494412305,0767007751,2,116
414,0.0018302086608731338,B00000FASD,1,269
133,0.001814426559707726,6304425880,2,92
409,0.001813800460633493,6303675441,2,93
338,0.0018036424193693984,6304308612,2,64
163,0.0018030996255156402,6304092040,2,89
431,0.0018016086475703544,6304945760,2,45
297,0.0017657390456354517,B00005RJ1G,3,9
74,0.0017632660550160346,6303203922,2,59
217,0.0017592788385849354,0789421550,1,203
126,0.001751524549451528,6301987837,2,75
182,0.0017441489881244317,B00005AXAN,2,16
412,0.001743733777025976,B00005U8QY,2,111
60,0.0017330477922930733,6303584934,2,52
293,0.0017322696123488728,B00005NTOF,1,229
136,0.0017255773578667409,093040758X,3,7
269,0.0017082337057494482,0792145194,2,67
69,0.0017002294364680337,6302507251,2,59
413,0.0016923646971200297,6304372396,2,133
65,0.0016842851215742236,B00002EPG7,2,56
197,0.0016804289123853572,6300269310,2,115
358,0.0016689810960583262,B000006D2X,2,26
120,0.0016547376177747152,6305304866,2,25
264,0.0016399960446444872,6302749336,2,129
36,0.0016341786473287089,630017476X,2,36
180,0.0016315770431413607,0784015082,2,87
108,0.001628701243429974,192973221X,2,84
94,0.0016164925884400941,B00005U8RA,3,4
57,0.0016008033536826657,6305276854,2,49
312,0.001597482693294788,6301978706,1,234
88,0.001595615312047779,0784001804,2,71
178,0.0015896914799822981,6304660251,2,114
416,0.0015849513742536038,6304683235,2,157
279,0.0015823525015974645,B00004TTI1,2,137
303,0.0015799816002449022,B00002ND7Y,2,62
408,0.00156588977858436,6301536940,2,162
410,0.0015639119261581236,B00005U8QQ,2,162
305,0.001560623082320135,6302282535,3,9
260,0.0015606067149254766,6301763300,2,109
344,0.0015516224584539227,B000055Y1C,2,139
13,0.001541867819592352,B00000INB2,3,0
79,0.001537606712504504,0767820630,2,65
37,0.0014964277706572312,6303975704,2,37
262,0.0014950327751265874,B00006RCQG,2,110
347,0.0014909289974304716,6305076685,2,70
54,0.0014677152344916562,B00000JNTB,2,47
152,0.0014582409165177699,6304185901,2,72
188,0.0014569111085561068,6302946549,1,192
14,0.0014472571383177643,B00000INB0,3,2
337,0.0014142874624272048,6304196717,3,6
343,0.001408663495476534,6304029977,2,153
144,0.0013943561729189305,1578071321,2,95
368,0.001390630422939479,B00005Q2YI,2,66
443,0.0013884664610629904,6302492696,2,163
86,0.0013848346001131115,6303471234,2,69
323,0.001381845289088945,B00004XMTZ,2,51
355,0.00136650416395731,6300216632,2,157
313,0.0013545398617037649,6302919673,2,74
315,0.0013522906256358096,B00000F25H,2,98
307,0.0013510659051739298,B00004RBNV,1,233
249,0.0013460333753535956,6302872243,2,135
59,0.0013430973553254088,1573623474,2,51
392,0.001338653000892346,6300218120,2,103
292,0.001331434196228855,6301969294,3,4
81,0.0013008885088833888,6303890385,2,48
423,0.001285536016554511,1567301347,2,108
220,0.0012746295987019077,B00000JQ8J,1,204
281,0.0012742184351475197,B00000JQUX,2,124
388,0.0012735952995726995,6301976460,2,44
131,0.0012734661262500985,6304494335,3,6
372,0.001267111486618279,B00000JKMX,3,3
320,0.001264797115277573,0964083817,2,151
248,0.0012607090770880853,630448965X,1,215
340,0.0012604253095000349,6301415477,1,244
405,0.0012600522488810926,6301767756,2,156
362,0.001242824472035542,B000056WSO,1,253
31,0.0012067949385949827,1567301193,2,31
11,0.0011948487694065269,B00000INB3,2,19
179,0.0011929135131436136,B00003BDZ9,2,115
44,0.001183963126383175,6302161401,2,42
237,0.001168973678159651,B00006JMTV,2,132
226,0.0011616610904395604,6302460247,2,114
62,0.0011572727373403153,6303244017,2,53
430,0.0011410270771609777,6302049008,3,9
329,0.0011344831206680592,6303048927,1,241
80,0.0011332208329514573,0780620097,1,175
143,0.0011219211538964825,B00006LI7K,3,8
398,0.0011211259413641728,B00001W9G7,2,56
275,0.0011134560204177494,B0000065M2,1,224
381,0.0011121445760917232,6302987865,2,155
205,0.0011109752390478917,B00004RF5A,1,198
255,0.0011108910887694268,6302485061,2,136
218,0.0010978347116069856,6300215466,2,58
151,0.0010898500780896487,B00000J30K,2,98
149,0.0010873328964864691,6302369037,1,190
118,0.0010855662097891065,073600193X,1,184
193,0.0010670633368038724,6302843529,2,117
364,0.0010595547653352796,B00003IPFH,1,255
161,0.0010359269493839095,B000089QAI,2,107
284,0.0010291692475037125,6301272307,2,92
450,0.0010276777477141155,6304586809,1,277
243,0.0010091856855511286,B00004TBG5,2,57
123,0.0010081002002632331,B00007LP8N,2,68
187,0.0009973895941657593,6303344259,2,118
276,0.0009915015715987502,156855334X,2,143
257,0.0009885488072185861,6303954294,1,219
272,0.0009826875414541858,B00005ICEH,1,223
17,0.0009700404735843276,B000009ELJ,2,21
223,0.0009637894010077351,B000065ETM,2,127
385,0.000957417915449179,630194299X,2,49
135,0.0009548638892936708,6300181804,2,93
425,0.0009483936466343364,B00000JWWX,2,158
402,0.0009219192500189604,1568551797,2,91
424,0.0009110385643031616,B00000JWWC,2,113
395,0.0009109959693822088,6302824494,1,262
331,0.0009094603152767613,B00001MXWW,2,55
206,0.0009056804680499124,0790749343,2,123
90,0.0008918646525001559,B00005U8R7,2,72
356,0.0008870162247612576,6303052703,2,77
106,0.0008436924778733542,B0000633EW,2,83
234,0.0008320744095927344,6302277604,1,208
327,0.0008279844341233318,B00004WG5O,1,239
278,0.0008160506474951579,6305214190,2,101
139,0.0008149863405134534,6304561717,2,82
238,0.0008080482755498599,B00006JMTR,2,100
211,0.0008042167957635043,0767832582,2,52
440,0.0007960686683084132,6303257739,3,8
354,0.000794854299099624,B000059YSD,1,249
146,0.0007815546934352286,078400949X,2,96
266,0.0007765441933242044,079229548X,2,140
216,0.0007752416338899604,0790739720,1,202
15,0.0007481807089307979,6304907761,2,20
445,0.0007449968445667212,B00000IRDS,2,163
202,0.0007430282571810223,1568121393,2,122
328,0.0007218155846108677,B00004WG5N,1,240
212,0.0007146048672897688,6302424712,1,201
76,0.0006972784653880306,B000053VCO,2,64
286,0.0006916493842154143,B00004TJL1,1,226
411,0.0006849403546430933,B00005U8QR,1,268
295,0.0006804355038941037,B00005RJ1Y,2,15
87,0.0006778478778840646,B00005LDCE,2,70
306,0.0006772232566052145,6301328175,1,232
148,0.0006748032798901043,6301736303,2,50
43,0.0006745564852984364,6303092020,2,41
173,0.0006706420963619578,6303924670,2,95
101,0.0006637214478770249,B00005092O,2,81
229,0.0006498064710910329,B000006PFD,2,129
334,0.0006280093029445647,6301963644,2,154
19,0.0006095649514145194,0966012224,2,22
150,0.0006029670350401429,0783240562,2,30
52,0.0005943121411429962,B00004UEEA,2,45
254,0.0005870571089914746,B0000640ZU,2,134
114,0.0005845457151234185,6304393075,1,182
85,0.0005623490096304876,630196411X,2,68
142,0.0005560981806068389,B00005B6NF,1,188
201,0.0005449939185821829,630511739X,2,12
169,0.000531326723394386,6300987493,1,191
429,0.0004962375923489388,B000062XJ5,2,107
258,0.0004961187894787112,0792845919,2,137
244,0.00048692527363032215,B000066TOM,2,32
436,0.00048643690522822824,6303231837,2,123
99,0.0004832398259898061,B00000I1RQ,2,79
326,0.00048173700457863374,6302918863,2,152
396,0.0004604016277799553,1893907007,1,263
121,0.0004596403961349858,B000062XKR,2,87
23,0.0004515954555022306,030714335X,2,25
111,0.00044935521868140656,B00004YZH1,2,85
183,0.0004365498052128213,B00005AXA8,2,83
245,0.0004236458358082951,0792836413,1,212
162,0.00041414953811253386,B000006QY7,2,84
333,0.00040883683984516985,6300213420,2,153
299,0.00040347366659093805,6302786991,2,31
55,0.00038468436385635904,B00000JNTV,2,48
48,0.00036700530150072705,6303852637,1,171
382,0.00030726896160329046,6303321011,1,261
271,0.00029269926431571157,B00000JNTO,3,2
12,0.0002785999798171474,B00000INB1,3,1
72,0.0002739192303416353,6304288875,2,62
345,0.00026816981261813566,1558802339,1,246
5,0.00023980815347721818,0792296176,1,164
18,0.00023980815347721818,6302598869,1,165
25,0.00023980815347721818,6302918928,1,166
27,0.00023980815347721818,6300183289,1,167
46,0.00023980815347721818,6300208605,1,169
89,0.00023980815347721818,6301262646,1,176
91,0.00023980815347721818,B00005U8RP,1,177
105,0.00023980815347721818,B0000633EX,1,178
112,0.00023980815347721818,0790741040,1,180
130,0.00023980815347721818,0783217528,1,185
145,0.00023980815347721818,B000052220,1,189
190,0.00023980815347721818,6303101194,1,193
192,0.00023980815347721818,6303046495,1,194
195,0.00023980815347721818,0965378780,1,196
200,0.00023980815347721818,B000005I0X,1,197
210,0.00023980815347721818,B00000680E,1,200
221,0.00023980815347721818,B00000JQ8H,1,205
235,0.00023980815347721818,630021348X,1,209
236,0.00023980815347721818,0970015097,1,210
242,0.00023980815347721818,6303186882,1,211
246,0.00023980815347721818,6301977580,1,213
247,0.00023980815347721818,6304614071,1,214
261,0.00023980815347721818,0767603419,1,220
267,0.00023980815347721818,B000055ZL3,1,221
282,0.00023980815347721818,B00000JQUY,1,225
289,0.00023980815347721818,0792837991,1,227
301,0.00023980815347721818,0769720668,1,230
304,0.00023980815347721818,1583500529,1,231
317,0.00023980815347721818,B00000DHKE,1,236
325,0.00023980815347721818,6304040342,1,238
335,0.00023980815347721818,630098866X,1,243
359,0.00023980815347721818,1560396113,1,251
360,0.00023980815347721818,6302719038,1,252
363,0.00023980815347721818,B00000F7LM,1,254
370,0.00023980815347721818,6304328605,1,257
376,0.00023980815347721818,6305338175,1,259
406,0.00023980815347721818,078001913X,1,266
434,0.00023980815347721818,6301627024,1,273
441,0.00023980815347721818,630419935X,1,275
451,0.00023980815347721818,B000009CQS,1,278
