,0,ASIN,ModuleDegree,BelongsTo
576,0.0022063140744551157,B00005JKHX,3,40
412,0.0022018104311809093,B000063K1F,2,205
603,0.0021991809094667656,B00005NTOI,3,16
131,0.0021991397276938623,B000059HB7,3,55
33,0.002195184677694205,B000056N8T,3,27
67,0.002188597840134556,B00005RYA1,2,124
167,0.0021821437108620325,0783232292,2,153
537,0.002170640101303872,6305474842,2,165
229,0.0021629846645642697,6305417830,2,168
73,0.0021613659165385145,B00005A8TU,2,127
296,0.0021448356050394555,B000060MVV,4,6
653,0.002119489094539929,B000063V8I,3,46
249,0.002099630125855384,B0000687BN,2,109
430,0.002080137782520574,B00007FCTM,3,99
260,0.002079883327205301,B00005YUOO,3,86
143,0.002075217609024176,B00005T30D,3,60
516,0.0020729305874677287,B000096IAU,3,84
621,0.002072729379795988,B00008CMT4,2,212
638,0.0020681899813782935,6305307210,2,196
438,0.0020484969787910377,B00005LC3X,2,214
523,0.002039697901083786,B00004REJN,3,59
569,0.0020357312750764593,B000085EFC,2,192
222,0.0020299574298657864,B00005B3Z0,3,80
95,0.0020264124270619865,B00000JNTT,2,133
251,0.0020247640127276996,B0000687BP,2,115
440,0.0020239714158765115,6305054002,3,48
8,0.002017491391914791,B00007L4N1,4,1
173,0.0020169403170742168,6305551235,2,156
155,0.0020084922059349364,B00005NQH0,2,148
386,0.00200706975408845,B00005AXA1,2,201
201,0.002001988797767824,B00004R99J,3,74
650,0.0020010485674514964,B000068U00,2,206
11,0.0019995500479750637,B000050X30,3,18
484,0.001986809014940043,6305609241,4,10
648,0.0019853092113922676,B000068U02,3,65
373,0.001981640402790466,B00006IUFO,3,35
522,0.0019695307612180857,0767018877,3,54
332,0.0019692869943753644,B00007G1V8,2,192
469,0.001962753030884192,B00006FDA7,3,55
243,0.001958598730916945,B00005OBAH,3,67
153,0.001956941641916044,6305505802,2,147
591,0.0019554553863832236,B00000K31Q,3,99
635,0.001954598978722097,B00002ND79,3,70
397,0.0019523684358946393,6305907595,2,200
236,0.0019494460886199875,B00006BS70,4,2
578,0.0019339242185970067,B00005JKHF,3,64
507,0.001902879495359149,B00008XS0X,2,193
570,0.0019023593553348771,B000085EFE,2,119
573,0.0019005775778689084,B000085EFN,3,92
483,0.0018795236270259703,B00008W2MK,2,146
242,0.001868936972018408,6305297843,3,68
532,0.0018671288079098137,B000055ZLE,3,39
428,0.001858011081501558,079215455X,3,41
317,0.0018507828160723465,B000067IVV,2,187
431,0.0018504578190021717,B00007FCTP,2,212
85,0.001846650312878948,B00006JMSO,3,13
472,0.001846325188354181,6305325812,2,198
2,0.001833562739027635,B00000IC80,4,0
524,0.001822648698333483,6305433860,3,58
261,0.001812730240821971,B00005YUOC,3,87
5,0.0018065928572651982,B00000IC8Z,3,14
656,0.0018043361524302747,B000063V8U,3,32
301,0.0017935002253430057,B000060MVO,2,183
425,0.0017860258511026182,0790739291,2,211
356,0.001780159246501075,B000089QAP,3,65
628,0.0017707241614563134,6305906947,2,114
248,0.0017674613180154704,B0000687BL,3,28
620,0.0017618932922937793,B00008CMT0,3,85
346,0.00175694812284086,B00005QBYV,3,95
187,0.0017386874703024142,6305929718,4,6
564,0.0017384461660049496,B000053GTH,2,225
413,0.0017322122715895212,B000063K1D,3,49
38,0.001730403183941858,B00006RJER,2,112
159,0.001730403183941858,B00004WC63,2,150
175,0.001730403183941858,B00000I1RH,2,158
194,0.001730403183941858,B00005V9IK,2,150
195,0.001730403183941858,B00004R99Y,2,163
196,0.001730403183941858,B00004R99Q,2,164
237,0.001730403183941858,B00006BS78,2,163
240,0.001730403183941858,B00008V2WB,2,164
282,0.001730403183941858,B000060MV0,2,178
283,0.001730403183941858,B000060MV1,2,179
298,0.001730403183941858,B000060MVJ,2,182
347,0.001730403183941858,B000068TZZ,2,182
404,0.001730403183941858,B00002JWZX,2,204
419,0.001730403183941858,B000063K16,2,209
424,0.001730403183941858,0792299922,2,179
437,0.001730403183941858,B00001U0GQ,2,209
491,0.001730403183941858,B00005RDAP,2,112
506,0.001730403183941858,B000094J88,2,178
589,0.001730403183941858,B00006JDVY,2,158
608,0.001730403183941858,B00005NTO3,2,204
169,0.0017263079964286532,B00005NVDH,3,34
212,0.00172494947734161,6305907161,3,77
647,0.0017155167469065536,B000068U03,3,27
531,0.0017076063019506593,B000055ZLC,2,111
614,0.0017053538818540776,B00007AJEL,3,86
22,0.0017014681504367564,B00000INBI,3,21
295,0.0016978321100472667,B000060MVW,3,41
457,0.00169079613668055,B00006FDAU,3,22
184,0.0016873928688869218,B00000JYX8,3,35
369,0.001686082581665088,B00006IUFZ,3,89
473,0.0016742571959076427,6305252572,3,98
615,0.0016646108972617063,B00007AJEN,3,97
496,0.0016409896793141308,B00005LDDE,2,211
292,0.0016339727523926404,B000060MVP,3,80
107,0.0016250871663595573,6305466882,2,137
76,0.0016246854795391279,6305066795,3,39
90,0.0016195687693452566,B00006JMS0,3,43
216,0.001616730961101897,B00007M5HB,3,51
385,0.0016055840745947249,B00005AXAF,4,11
252,0.0016033771142610535,B00005YUO9,3,85
353,0.0015985536118381253,B000067D0L,2,175
114,0.0015851802225246986,B00003CY5P,3,48
297,0.0015783744982717776,B000060MVH,2,181
581,0.001564289164339821,B000085EF8,3,95
541,0.001563941559099735,0792844882,3,78
161,0.001555856888521058,6304604572,3,63
99,0.0015538111018147897,B00005JLL1,2,124
398,0.0015529919442465517,B00005TPLI,2,161
241,0.00155055058035882,B000059H1R,3,63
561,0.0015504715728001666,B00001TZ6K,3,81
340,0.0015486862037706766,B00005QBYA,2,126
338,0.001547780985009336,B00005NB9T,3,42
480,0.0015407813458393046,B00006309Q,2,110
235,0.0015283147509200397,B00006BS7Q,2,169
101,0.0015279918285132491,B00005AQ4P,2,134
239,0.0015252884253681674,6305944334,3,82
1,0.001520218674110546,B000056PNB,2,102
6,0.0015105148867172531,B00000IC8F,3,15
465,0.0015060701668353806,B00006FDAL,2,102
518,0.0015014234555689703,6305161461,3,85
227,0.001495946437938882,B00006L9ZT,3,81
631,0.0014940147923366623,0767846869,2,155
326,0.0014858095306892467,B00007G1VS,3,20
557,0.0014853423035366077,B00006AFF5,2,180
586,0.0014833411779185146,B00004TIXZ,2,167
599,0.001476704325786937,B00007AJE3,3,73
42,0.0014710461260413372,B00005ALLX,2,114
626,0.0014657508291298423,157132528X,3,17
416,0.0014474007739668053,B000063K1Q,2,208
65,0.0014456567764321968,B00004ST9Q,3,35
468,0.0014432650605466471,B00006FDA1,3,77
366,0.0014416773710818499,6305020744,2,198
53,0.001440309238104295,B00006DXXV,3,31
617,0.0014323251389960902,B00007AJEC,3,19
497,0.0014266775926933576,B00005LDDD,3,12
528,0.0014133421949758787,B00003W8NT,3,15
105,0.0014109243399431921,B000077VQD,2,136
163,0.0014069534823137348,0767827929,2,151
645,0.0014044372086884514,6300157563,3,20
269,0.0014039658268567969,6305191883,3,42
572,0.0014037928491947565,B000085EFK,3,56
94,0.0014003877060445404,B00000JNTX,2,118
178,0.0013958296664196537,1571324941,4,7
150,0.0013950190253924199,B00005T307,2,146
607,0.0013890417171588698,B00005NTO4,2,225
493,0.001386120810377009,B00005LDD2,2,169
639,0.00137816126707634,6305186626,3,93
166,0.0013736486786686574,630506976X,2,152
339,0.0013688484306291929,B00005QBYK,3,93
562,0.001364097231277104,B000053GTF,3,88
267,0.0013639253421047072,B00005Y6Y6,3,25
82,0.0013611231104796596,B00005U8EZ,2,129
383,0.0013446742293239183,B00005AXAB,3,56
560,0.0013303958870112395,B00000JQU9,3,96
62,0.0013198311862869503,B00005NB9Y,3,34
145,0.0013196963300603818,B00005T30I,3,47
595,0.0013169617527254052,B00000K31V,2,177
202,0.0012976248739276683,B00004R99L,3,24
72,0.0012951625514655719,B00005A8TY,2,126
116,0.0012864974214691807,B00003CY5J,2,134
322,0.0012784542033817846,B00008WJDY,3,38
357,0.0012712627837385367,B000089QAO,3,61
234,0.001270246045214052,B00006BS7P,3,76
395,0.0012687428915196175,B00005TPLW,2,202
285,0.001259488202674352,B000060MV6,2,147
86,0.0012488131564986048,B00006JMSV,3,24
426,0.0012474902018040379,B00002VW8L,3,87
474,0.0012437043132266384,B00005B1ZV,2,104
18,0.0012426783508786509,B00004RFIC,4,2
551,0.0012421419524961102,B00006JDUU,2,145
302,0.0012386259701081862,B000060MVN,4,1
525,0.0012361121184757803,B00008G8OX,3,57
535,0.0012239258909837994,0783230648,3,16
310,0.0012211202274277119,6305291470,3,90
463,0.0012189181533234106,B00006FDAK,2,221
200,0.001214588333562462,B00004R99W,3,73
59,0.0012142734316838272,B00005NB9X,3,33
521,0.0012118700144406129,0780627822,3,89
259,0.001208069961682017,B00005YUOB,2,157
268,0.0012027558200918855,6305954240,4,0
312,0.0011996874458876268,B000021Y7N,3,91
458,0.0011996696198828657,B00006FDAZ,2,122
415,0.0011994334476983887,B000063K1T,2,207
325,0.0011960980565650715,6305428115,2,189
482,0.00119579331270185,B00008W2MO,3,81
88,0.001193724483252971,B00005Y1NF,3,42
270,0.0011889008301168536,B00005KA70,3,36
464,0.0011866029427436103,B00006FDAN,3,76
485,0.0011859177419969737,B00005RDAF,3,53
209,0.00118307763292876,B00004R993,2,106
596,0.001177885921628695,B00007AJE8,3,100
245,0.0011722446418527199,B00005OBAN,3,83
89,0.0011715843340607557,B000050XXO,2,130
455,0.0011617871502081255,B00006FDAQ,2,156
391,0.0011593829289186957,B00005TPL2,2,140
334,0.0011587785826071737,B00007G1V7,3,92
276,0.0011537541327649912,1896306985,2,142
189,0.0011394733714537018,B0000509C4,2,161
231,0.00113829145298582,B00006BS7N,3,59
486,0.0011377157644283389,B00005RDAH,3,13
471,0.001124363264625196,B00006FDA4,2,170
168,0.0011194738047174105,B00004ZELI,2,154
539,0.0011159712385284083,0800141849,2,220
329,0.0011132977997149922,B000068QOE,2,191
188,0.0011124130433906676,B0000509C5,2,130
110,0.001111448857916636,B00006HAX6,2,123
418,0.0011043366915409081,B000063K17,3,62
21,0.001103559344215807,B00005YTR8,3,20
308,0.0010934702707118022,6305467277,2,176
549,0.0010907084106166758,B00006JDUE,4,2
208,0.0010822625000185832,B00004R991,3,44
381,0.0010811736788159593,6305811687,4,11
190,0.0010809894809326456,B0000509C1,3,70
207,0.00107612053895854,B00004R999,2,131
52,0.0010758721941241248,B00005NB93,2,119
556,0.0010751238029421697,6305350221,2,222
544,0.001072857071722743,6305428522,2,218
78,0.0010726382061778668,6304712987,3,40
79,0.0010714229222999812,B00000F3CB,3,39
221,0.0010647637440549431,B00005B3Z6,3,79
10,0.0010545585247878227,B00004U0FN,3,17
140,0.0010541009779177892,B00005T30K,3,58
9,0.0010507704911183872,B00006LU75,3,16
632,0.001047845964696923,B00002ND7A,2,108
604,0.001047293261651639,B00005NTOG,2,195
508,0.0010438782627028445,B00005BJPQ,2,202
388,0.0010410907501059088,0790734850,3,23
370,0.0010287181697180357,B00006IUFV,3,26
467,0.0010274982974550117,B000053UIE,2,173
165,0.0010232984551540156,6305133476,3,64
321,0.0010232403791615202,B000067IVS,2,151
400,0.0010227389258901844,0773313516,2,148
344,0.001017980504016627,B00005QBYT,3,94
68,0.001010424942525687,6305972869,4,4
49,0.001010186871068744,B00005NB94,2,117
23,0.001009594080917282,B00000IC81,3,22
63,0.001001760637730258,B00005NB9U,2,123
446,0.000994343407558248,B00005JL1V,3,45
309,0.0009942962377879247,1573300403,3,79
213,0.0009917300309005837,B000089QEE,2,154
272,0.0009893416553283978,6304808917,2,172
642,0.0009877002908040677,B00000G0DU,2,183
601,0.0009797840410389017,B00007AJE5,2,188
323,0.0009790167650926425,B00008H2MY,3,91
199,0.0009789586210730333,B00004R99H,3,72
641,0.0009758782991385721,B00000G0DM,3,22
71,0.0009756291194329342,B00005A8TX,2,125
264,0.0009707778804109107,B00005YUOG,2,121
57,0.0009690504186920147,B00006DXX6,3,32
337,0.0009660454471258983,B00005QBY9,3,82
142,0.0009578329729503512,B00005T30H,2,144
558,0.0009552353920710219,6305428514,2,159
584,0.0009495062110111897,6305408998,3,77
118,0.0009442993673112747,B00003CY5G,3,51
350,0.0009431896594514442,6305428298,2,116
487,0.0009415448882945853,B00005RDAI,3,100
44,0.0009347610908069115,B00008WJDA,2,115
126,0.0009315209959207907,B000067J2N,3,54
137,0.0009296678000967542,0780021312,1,250
117,0.000915990275220415,B00003CY5D,3,50
526,0.0009119441832194064,B00003W8NN,3,25
92,0.000910969000786603,B00004UEEE,3,44
420,0.000910445789399228,B000063K15,2,208
191,0.0009098960975158898,B0000509C2,2,125
58,0.000900557484733149,B00005NB9E,3,15
254,0.0009004643101539724,B00005YUO1,3,74
410,0.0008845350529433709,B000063K1E,2,103
414,0.0008842494476746406,B000063K1U,2,206
384,0.0008802413985039949,B00005AXAG,3,94
436,0.0008796770375684844,0767824555,3,63
158,0.0008754162716047118,B00008KGT0,3,51
439,0.000867572446016736,0790746999,4,10
609,0.0008628779919346198,B00005NTO0,4,10
211,0.0008617283129242156,B00004R997,3,76
427,0.000861293530852648,6305519072,2,207
35,0.0008612332920258128,B000056N8V,3,28
17,0.0008589055391365633,B00004RFIE,2,106
180,0.0008551858860440142,B000067G15,3,68
108,0.000850505257866774,6305505519,2,137
56,0.0008484401454147645,B00006DXXR,2,121
185,0.0008440886939193093,B00000JYX6,3,43
274,0.0008428800622431754,B000065U3C,2,174
37,0.0008410244140739916,0790742853,2,111
655,0.0008368987486971093,B00002VW7Q,2,191
566,0.0008318976486685273,B000053GT1,3,31
389,0.0008254504875145341,B00000F3U0,3,34
453,0.0008249722913669925,0792846087,2,199
598,0.0008231147658776623,B00007AJE1,4,4
577,0.0008219697910032012,B00005JKHN,3,71
365,0.0008164083114434005,B00000JJHF,2,197
335,0.0008118731700802491,6305228892,2,193
288,0.0008101405917903009,B000060MVX,4,4
134,0.0007995555750670473,B00000IBQ1,2,143
181,0.0007981905782763642,B000067G12,3,69
120,0.0007944489569691526,B00003CY5S,3,52
324,0.0007910332253383076,B00006DXXT,3,91
266,0.0007895763626127965,B00005Y6Y9,2,144
478,0.0007861898060042881,B00006JMT3,3,58
238,0.0007848295811378432,B000069AT7,2,170
443,0.000779849286083572,0792838424,3,68
538,0.000755806222825103,B00004WLVS,3,69
454,0.0007538484658907087,B00006FDAS,2,219
228,0.0007534038724363648,6305871302,3,70
305,0.0007506650149920408,B000060MVD,3,90
619,0.0007480134323829435,B00007AJEE,2,139
536,0.0007445130419366977,0792164962,2,129
314,0.0007397094158801093,B00003CXF4,4,2
442,0.0007384670221058458,B00004RETB,2,136
29,0.0007322791074500932,B000056N8X,3,25
475,0.0007007702704405964,B00006JMSQ,3,44
358,0.0006996048560163971,0782010660,2,196
499,0.0006979889443908817,B00005LDDB,3,87
512,0.0006942687726260904,B00005B34U,2,162
256,0.0006836480026701007,B00005YUOU,3,26
633,0.0006834353003492135,B00002ND7B,3,27
232,0.0006811636183614328,B00006BS7R,3,29
502,0.0006793314536221258,B00008J2EA,3,80
183,0.000679024324877417,B00000JYXB,2,160
423,0.0006732100522853781,B000063K12,3,37
444,0.0006680609796814626,B000083C7V,3,69
43,0.0006679338189573797,B00008WJDS,4,3
580,0.0006633599050585022,B00005JKH9,3,73
345,0.0006606690771913599,B00005QBYQ,2,107
399,0.0006454094293048063,0792839749,2,203
128,0.0006392442042875736,6305078564,2,141
278,0.0006218238008957006,0792838289,3,89
654,0.0006210660809248904,B000063V8K,4,9
141,0.0006127685362553983,B00005T30M,3,59
644,0.0006090810429381624,B000065AYC,2,171
445,0.0006045528266236742,B00004Z4RO,3,12
590,0.0005960919319791896,1572522178,2,201
448,0.0005922517063673805,B00006SFJ1,3,21
132,0.0005921437095992486,6305936846,3,14
206,0.0005885478090039526,6305308772,3,75
157,0.0005822809268224297,0783226845,2,120
98,0.0005780359038342054,6305915695,3,45
36,0.0005720752722825776,B000056N8H,2,110
103,0.0005669613615536158,B000077VQ0,3,40
452,0.0005665900855145987,0790742012,2,218
401,0.0005652947477875956,B00002JWZE,3,97
174,0.000565277905405996,B00000I1RM,2,157
565,0.0005639061257908406,B000053GT5,2,128
605,0.0005601358333277449,B00005NTOE,4,0
466,0.0005509275505141233,B000053UIF,2,222
593,0.0005507609737770927,B00000K31U,2,185
342,0.0005473072476445028,B00005QBYZ,2,194
171,0.000547210427173871,B00007KK2J,3,65
265,0.0005434300201091216,B00008973H,3,86
217,0.0005356523529190796,B00007M5HK,2,153
287,0.0005340891700267687,B000060MVZ,2,180
100,0.0005305892571637197,6305871418,4,3
409,0.0005289675803496869,B000063K1J,2,152
316,0.0005180290020914866,B000067IVT,3,49
164,0.0005161958874082622,6305771111,3,45
47,0.000514359978654241,B00005NB95,3,30
567,0.0005088560038352157,1559409061,3,17
4,0.0004976381055285511,B00000IC89,3,13
634,0.0004942213587583804,B00002ND7R,2,217
579,0.0004916153334135708,B00005JKH5,3,21
289,0.0004894617468358123,B00007FYQF,2,181
152,0.0004886789858858683,630587073X,3,62
12,0.00048301952212759594,B000050X32,2,104
91,0.0004770835828677782,6305301999,2,131
75,0.00047221347434338854,B00006LU73,3,38
250,0.00046506802294776035,B0000687BQ,3,84
87,0.0004588455068395428,B00006JMSP,3,41
630,0.00045831204698939534,B00007E1NB,3,84
534,0.00045740071081134214,B000055ZL7,2,113
657,0.00045194585765138083,B000063V8T,3,64
519,0.0004420794037970265,6305182051,2,187
154,0.00044016710256677396,B00008G4H7,3,50
361,0.00043930727052022926,B0000560QE,3,53
364,0.0004372096841731778,6305741018,2,190
359,0.0004303649951153863,B00004TX05,4,8
390,0.0004302976273591303,B00005TPL1,3,66
277,0.0004292647131296335,B00000JT9A,2,175
542,0.00042456524419403263,B00005JL72,2,223
610,0.0004082498946140126,B00007AJEI,2,184
587,0.00040252501726764135,B00006JDVZ,3,54
203,0.0004010293235438823,B00004R99O,2,166
514,0.0004000314066876808,B000096IAI,2,214
405,0.0003977253985923505,B00005KAQU,4,11
273,0.0003968042014047612,B000065U3G,2,173
494,0.00038988180070366447,B00005LDD8,2,219
176,0.00038456348803797764,B00007KK28,2,159
3,0.00037889454915388774,B00000IC83,3,12
348,0.0003786813179050508,B00000J30I,2,138
26,0.0003734205516688151,B000063JZE,2,108
20,0.00036899230276816444,B00005YTR7,2,107
129,0.00035681332618473546,6305836663,2,142
113,0.0003450256461335606,B00003CY51,4,6
119,0.00034435322059633334,B00003CY5A,4,1
511,0.00032676049494574796,B00005B34L,4,9
40,0.00032532907147076996,B00004I9Z1,3,29
552,0.00032337317054996164,B00006JDUV,3,43
136,0.00031584203289467184,B000067J25,2,127
643,0.00029768292768396574,B00005U2FJ,4,9
351,0.0002822550899866555,B00002E1YO,3,95
336,0.0002803505017831102,B00005QBY8,3,61
574,0.0002671349640944567,B00005JKHP,3,74
450,0.00025443291647829844,6304795254,3,98
115,0.00025408499981484654,B00003CY5Y,3,49
318,0.00025189981032453976,B000067IVW,2,188
320,0.00025180659818979835,B000067IVR,3,46
233,0.0002467502810508061,B00006BS7S,2,168
355,0.0002229314570938686,B000089QAQ,3,18
459,0.00021361782566554376,B00006FDAW,4,5
533,0.00020734106925685242,B000055ZL5,2,224
504,0.00020641313711876571,0790729989,2,166
223,0.00019443330616718136,B00005B3Z1,2,167
14,0.00017304031839418578,B00004RFI7,1,227
15,0.00017304031839418578,6305908028,1,228
16,0.00017304031839418578,B00004RFIF,1,229
24,0.00017304031839418578,B000063JZW,1,230
27,0.00017304031839418578,B000063JZI,1,231
31,0.00017304031839418578,B000056N8P,1,232
32,0.00017304031839418578,B000056N8W,1,233
39,0.00017304031839418578,B00005O438,1,234
45,0.00017304031839418578,B00005NB96,1,235
48,0.00017304031839418578,B00005NB92,1,236
50,0.00017304031839418578,B00005NB90,1,237
55,0.00017304031839418578,B00006DXXU,1,238
61,0.00017304031839418578,B00005NB9Z,1,239
69,0.00017304031839418578,B00005A8TV,1,240
77,0.00017304031839418578,0783227981,1,241
83,0.00017304031839418578,6304993838,1,242
84,0.00017304031839418578,B00004TKIC,1,243
96,0.00017304031839418578,B00005QCU0,1,244
97,0.00017304031839418578,B00005NKBW,1,245
104,0.00017304031839418578,6305131147,1,246
111,0.00017304031839418578,B000055WDG,1,247
125,0.00017304031839418578,B00008DDGB,1,248
135,0.00017304031839418578,B00000IBQ5,1,249
139,0.00017304031839418578,B00005T30L,1,251
146,0.00017304031839418578,B00005T30X,1,252
147,0.00017304031839418578,B00005T30V,1,253
160,0.00017304031839418578,0792841670,1,254
179,0.00017304031839418578,B000067G16,1,255
182,0.00017304031839418578,B000067G10,1,256
186,0.00017304031839418578,B00000JYX5,1,257
204,0.00017304031839418578,B00004R99B,1,258
219,0.00017304031839418578,6305744815,1,259
244,0.00017304031839418578,B00005OBAK,1,260
246,0.00017304031839418578,B00005OBAL,1,261
247,0.00017304031839418578,B0000687BO,1,262
255,0.00017304031839418578,B00005YUOQ,1,263
258,0.00017304031839418578,B00005YUON,1,264
271,0.00017304031839418578,B00005KA73,1,265
275,0.00017304031839418578,0783229399,1,266
279,0.00017304031839418578,6305511055,1,267
290,0.00017304031839418578,B000060MVQ,1,268
293,0.00017304031839418578,B000060MVT,1,269
