,nodeId,Id,ASIN,group,salesrank,totalSimilar,s1,s2,s3,s4,s5,totalReview,avgRate,totalVote
43,43,911,0966012224,Video,12196,5,6305120242,6305883300,B00006II81,0789436507,B000063WOV,13,4.5,41
44,44,921,6304138458,Video,21465,5,6302447402,B0000DC14T,630160623X,B0000DC14U,B0000CDL93,8,4,85
45,45,943,0792151712,Video,5735,5,B00003CXA2,B00003CXTG,B00003CX95,B00003CXE7,B0001NBLVI,1815,3.5,6150
46,46,970,0790733382,Video,25863,5,6304602871,630460288X,0790729601,B00004STDN,6304779607,36,3,76
47,47,994,B000006GMQ,Video,28009,0,,,,,,3,3,190
48,48,996,B000053VQC,Video,34348,0,,,,,,8,4.5,16
49,49,1014,0767002652,Video,4869,5,B00005U8F0,B000062XDM,B000068QOC,B000068QOD,B00005JLG2,31,4.5,302
50,50,1015,6300213056,Video,19813,5,6300213064,6300213072,6300213099,630021320X,6300213080,26,4,81
51,51,1016,B00005NHIY,Video,66603,0,,,,,,1,5,2
52,52,1047,6302999014,Video,41403,1,1886969280,,,,,3,3.5,18
53,53,1072,B00005RT3U,Video,24988,5,B0000AQRYY,B00009XN5K,B00009XN5L,B00004WI56,B00013WWNY,5,4.5,32
54,54,1077,030714335X,Video,7395,5,6302480736,B00006JDRE,6302824095,630248071X,6302824087,3,5,40
55,55,1114,6301267788,Video,39274,4,6301267796,6301267834,B00004T6FO,6302483328,,0,0,0
56,56,1128,6302918928,Video,1839,5,6303826679,B00006H32G,0609806378,0736901280,B00006H32H,5,3.5,66
57,57,1192,6301722272,Video,3889,5,B0000E1WLC,630330429X,6302994381,B00005NG10,B0002JL9N6,1,5,25
58,58,1263,6300183289,Video,4411,5,6302038774,B00007ELED,157362375X,B00005BJON,6304114583,14,3.5,98
59,59,1267,6302739918,Video,42274,0,,,,,,3,3.5,6
60,60,1272,B000056PP1,Video,89790,5,0385315147,B00006472W,0385315910,B00008RH3L,B0001DMVBC,55,4,276
61,61,1283,B000056N8U,Video,44556,5,B00001ODGH,B0000YEDJU,B0000541X5,B00004YKXA,B00064LP4A,14,4,93
62,62,1284,B000056N8R,Video,43213,5,B00006DXXT,B00026WV5O,B0002ERX8G,B0006IUE0C,B0002OXVDW,7,4.5,71
63,63,1286,B000056N8I,Video,29692,0,,,,,,3,4.5,64
64,64,1289,B000056N8M,Video,79807,0,,,,,,0,0,0
65,65,1295,B000056N8D,Video,17094,5,630411740X,B00004RF1F,B00009X7LX,B0000C8AO6,B00020W0WO,11,3.5,25
66,66,1307,1565015991,Video,36378,2,6305371970,6304544081,,,,0,0,0
67,67,1310,630309239X,Video,15442,5,6304696469,0780618556,0783235070,0790729970,B00003CXE4,121,4,337
68,68,1312,B00005LL26,Video,443,5,B00000JS62,0792839749,B0002VEPRQ,B000067J1P,B00004R9A4,260,4.5,1568
69,69,1321,6302166918,Video,25688,4,6302166942,6302166934,630216690X,6302166926,,4,3,13
70,70,1350,0965382389,Video,58496,0,,,,,,0,0,0
71,71,1366,B00000I69B,Video,57640,0,,,,,,2,4.5,8
72,72,1438,1567301193,Video,12500,5,B000929UQY,1567301614,B0001Y4LEQ,B0007989Y8,B00023P4I8,9,5,36
73,73,1479,6305283753,Video,50506,0,,,,,,0,0,0
74,74,1481,1563452731,Video,62889,0,,,,,,2,4.5,9
75,75,1491,630243940X,Video,13187,5,B00005QT9O,B0000C0FJH,B00005K3O4,1573625574,B000063JDE,43,4.5,109
76,76,1581,B000006Q7I,Video,37888,0,,,,,,2,4.5,25
77,77,1606,6302717329,Video,17225,5,B00020X94C,B00020X870,B00020X86Q,B00020X86G,B00020X85W,5,3,38
78,78,1633,1572522836,Video,46121,5,B0000CABJJ,B00009XFQO,B00005JLD4,B00008AORX,B000065V3O,4,5,35
79,79,1685,B00004ST9P,Video,32411,5,B00003ETQN,B00005RDAH,B000053GTF,6305629846,B0000DJZBL,43,4.5,135
80,80,1698,6302796857,Video,424,5,0345353749,6302648696,B000053VA4,6302150620,6302194334,28,4.5,251
81,81,1734,6304564759,Video,44721,0,,,,,,4,4,7
82,82,1761,0792841913,Video,15070,5,B00002E20R,B000034DDR,B00004Z4SD,0767811089,B000055ZFA,14,4.5,36
83,83,1767,6304304188,Video,12687,5,6301966805,6301945344,B00003CXCT,B00025LQ8I,630430417X,9,3,34
84,84,1789,B000004BB5,Video,40040,0,,,,,,0,0,0
85,85,1814,6301967380,Video,9127,5,6301976916,6301971558,6301978218,6303014011,6301968972,6,4.5,22
86,86,1891,0780626605,Video,76673,0,,,,,,1,4,11
87,87,1915,0767022815,Video,76254,0,,,,,,0,0,0
88,88,1942,0971156808,Video,51995,0,,,,,,2,5,1
89,89,1944,1930395027,Video,45736,0,,,,,,0,0,0
90,90,2012,6305302545,Video,34694,5,B000096FTI,B00009AV7L,B0002S94OI,B000002GYC,B0002IQI9W,0,0,0
91,91,2035,6302089832,Video,84719,0,,,,,,0,0,0
92,92,2045,6304164831,Video,18214,1,0803820577,,,,,1,5,27
93,93,2069,0738920916,Video,3266,5,0767800958,B00005RCUR,0767835174,B00005RCUU,630321827X,3,3.5,65
94,94,2100,630017476X,Video,13224,2,6304203128,078062999X,,,,5,5,7
95,95,2134,6303975704,Video,30499,5,B00000JVRH,B00005AB8O,B00000FAJO,6303975739,B00018XONQ,5,4.5,27
96,96,2136,B00004RF5N,Video,7449,5,B00005BJY5,B00023P4I8,B00005UQ6L,B00009MEIH,6305976333,10,3.5,208
97,97,2149,B00004RF5S,Video,39382,5,B0000DD76R,B000009E15,6305381127,B00008XRV8,B00008AOUQ,38,4.5,107
98,98,2205,6303608051,Video,1975,5,B00005UVDM,B000059QY3,B000022TSV,0783227477,B000050X2Z,0,0,0
99,99,2266,6305122059,Video,42469,0,,,,,,1,2,4
100,100,2288,6304005946,Video,15176,5,630265873X,6300270289,630021625X,B00000JBJK,6301166671,16,5,82
101,101,2321,0940871327,Video,22265,5,0935621547,188696954X,B00016USR8,0940871335,1889096083,2,5,3
102,102,2334,6304945175,Video,2499,5,1891130005,0789493535,0961180439,0970363397,B0000YHVOO,4,5,74
103,103,2335,6302824990,Video,27017,5,6302800889,6303257437,6302800919,B0001N9S9A,6303257453,7,5,18
104,104,2337,6303092020,Video,13158,2,6302779480,B000006GDF,,,,3,5,17
105,105,2352,B00007AJHR,Video,28548,5,B00008DDVI,B0002ILKC2,B0000U0KZ0,B0002ILKCC,1572524723,11,3,55
106,106,2359,6302161401,Video,9631,5,630343097X,630166275X,6303101283,6303934501,6301269799,7,5,65
107,107,2375,6301320417,Video,20523,5,6301320379,630132045X,6301320409,6301320328,6301320360,3,4,9
108,108,2415,6300208605,Video,2971,5,6300208613,6301977076,6302888255,6300209261,B00007JZXL,2,3,1
109,109,2436,6301031458,Video,21505,5,B0002NY8U8,B0002NY8SA,B0002NY8RQ,B0002NY8VM,B0002NY8UI,7,4.5,63
110,110,2439,0788822721,Video,4444,5,0788807307,0788807285,078882273X,6300274357,B00005T7HD,15,5,71
111,111,2444,6303852637,Video,30585,5,6301629825,1561270636,B00005KA79,B00006G8HJ,6303120288,2,4.5,6
112,112,2497,6301872304,Video,44596,0,,,,,,1,3,3
113,113,2573,6304474121,Video,15478,5,6304475187,B00006LPGB,6304474865,630324355X,B00005B226,1,5,4
114,114,2580,6302783305,Video,57796,0,,,,,,0,0,0
115,115,2596,0967809401,Video,28031,0,,,,,,15,4,121
116,116,2668,6304979762,Video,107225,0,,,,,,0,0,0
117,117,2672,6301576152,Video,44285,5,6301960203,B00009OWI1,630193296X,B000009ELJ,6302365791,13,3.5,19
118,118,2715,0780614097,Video,1585,5,B0001WTWS8,B0001WTWRY,B0001NBMAS,B00004RF97,B00008ZZ7B,52,4.5,219
119,119,2745,B000007PNY,Video,58193,0,,,,,,0,0,0
120,120,2746,6304112246,Video,11780,5,0783228465,B00006RCOC,B0000542CD,B00009MEBR,B0000542CC,54,3.5,122
121,121,2781,6303144837,Video,1843,5,B00005UW9R,B00005UW9S,B00005UW9T,B0001AVZGC,B000068MC6,43,4,123
122,122,2797,0792146220,Video,27565,5,6304458770,6304294948,6302703646,6304294956,6303944809,5,4,27
123,123,2800,630198577X,Video,14985,0,,,,,,1,5,16
124,124,2813,6304906579,Video,41421,0,,,,,,4,4,23
125,125,2820,6303975623,Video,20067,0,,,,,,4,1.5,22
126,126,2823,B00004UEEA,Video,43777,3,B00000K3VM,B00004UEE9,B00002CGGN,,,0,0,0
127,127,2866,6305306141,Video,46411,5,6305268800,B00019PDMK,B00019PDMA,6305803811,B00005B6JW,10,4,31
128,128,2903,6303049079,Video,2414,5,B00005KAQP,0792833198,B00003CXA2,B00003CXD0,6305696071,61,4.5,244
129,129,2921,6303647073,Video,25626,5,6303284159,6303284167,6303647065,6303181929,6303181953,8,3,58
130,130,2929,6305043655,Video,93028,0,,,,,,0,0,0
131,131,2932,B00000JNTL,Video,57931,0,,,,,,0,0,0
132,132,2937,B00000JNTA,Video,60358,0,,,,,,0,0,0
133,133,2939,B00000JNTB,Video,38662,5,6305347972,B00004TJTM,6301722272,B00000INCZ,B00068YUIY,1,1,2
134,134,2940,B00000JNTC,Video,30365,0,,,,,,3,4.5,18
135,135,2951,B00000JNTP,Video,18960,5,B00012QLVO,B00012QLVE,B000055WJC,B000055WJ9,B00020HBUU,292,4.5,707
136,136,2956,B00000JNTV,Video,25605,5,6305500193,6305976333,B00005BJY5,6303106730,B00000G0KH,6,2.5,70
137,137,2961,630302663X,Video,18655,5,B000053VWL,6303920373,6302676487,6304274130,6303524524,9,4,104
138,138,2962,B00004UEEY,Video,48065,0,,,,,,1,4,3
139,139,2968,6303481310,Video,45276,5,B00005UW7E,B0006A9FMI,6304493681,6305014140,B0001XAPZ6,73,4,338
140,140,2970,6305276854,Video,16560,5,6305276838,6305276862,6305276889,6305276900,630527696X,27,3,20
141,141,3008,6304963173,Video,12070,5,B00005JKGO,B00005QAPH,6305075573,B00007G207,B00005JKGQ,59,4.5,426
142,142,3057,6302510201,Video,24174,0,,,,,,4,3.5,25
143,143,3111,6302799139,Video,9534,5,B0000027WJ,B00007GZYC,B000000GU0,0140481397,B00000F14B,225,4.5,1025
144,144,3175,6301253779,Video,1630,5,6300983404,6300216624,6303593461,6300136523,6303364411,0,0,0
145,145,3213,B00005JLL0,Video,20723,5,B00005ML8T,B0002CHJHS,B000053VAP,B0000CDRW5,B00009W8NH,59,4,361
146,146,3225,B0000714HQ,Video,57713,0,,,,,,0,0,0
147,147,3248,1573623474,Video,13937,5,157362361X,6304458630,6304218265,1573623784,6304124376,3,2.5,9
148,148,3257,6301880447,Video,23678,1,6301694074,,,,,7,5,99
149,149,3299,B00006952G,Video,40437,5,B00002CGGH,B00004U104,B0001HAGSI,B0002MPQRS,B00005QW5T,124,4,863
150,150,3317,1199101796,Video,73400,0,,,,,,0,0,0
151,151,3369,0792840976,Video,27203,5,B00005JMR7,B00005JMR6,B0007OY2OY,B0007PALM0,B00004WL4Y,11,4.5,90
152,152,3380,6303443958,Video,18290,5,B00005NRO2,0767851013,B00005JKGZ,B0002KPHZ6,B00013RCAM,38,4,204
153,153,3404,B00000F91T,Video,11553,5,6303570607,6303925111,6302308348,6302617537,6302236061,3,2.5,15
154,154,3406,6303584934,Video,7543,5,6303450210,6303450202,6303584926,6303450199,6303585523,7,4,11
155,155,3407,B00000F91X,Video,40762,0,,,,,,1,4,11
156,156,3409,6304475152,Video,4370,5,630393112X,1578071321,6302946395,B0000507PG,B00003OKRG,4,4.5,24
157,157,3429,6303244017,Video,28141,3,B00007FPKL,6303244009,B000009CQS,,,1,5,0
158,158,3457,1563643278,Video,35478,1,6302088518,,,,,2,3,12
159,159,3464,6304073496,Video,24375,5,B00004XQPE,1571199454,6305120862,B00007GCYU,B000056HJ4,5,4,50
160,160,3492,B00002EPGE,Video,41644,5,630579152X,6305791554,6305791538,B00002EPGF,B00002EPGD,2,4,4
161,161,3498,1930590008,Video,86470,0,,,,,,1,4,1
162,162,3522,B00002EPG7,Video,21363,5,B0002KQNKE,B0000VV56C,B00027JYLC,6303589138,6303464734,43,3.5,254
163,163,3534,6302101220,Video,9638,5,6303198619,6303593178,B000007SXR,6303593186,B0007WFYC0,16,4.5,95
164,164,3543,B000068TTX,Video,20407,5,B00003PE9J,B0001OGW0M,B00062J06W,B0001H9EQI,B000077VRS,5,3,8
165,165,3544,B00005COWU,Video,75295,0,,,,,,1,5,0
166,166,3575,B000068TTT,Video,20370,5,B000068TQ7,B000068TQ6,B0001AW0YS,6305837821,B00006674X,19,4.5,138
167,167,3577,6302138817,Video,14562,5,6303923380,6303614752,B00005NG9Z,0933638132,1573301183,11,4.5,48
168,168,3609,B00005COWM,Video,23511,0,,,,,,0,0,0
169,169,3647,B0000714FY,Video,22528,5,B0000648Y2,B0000687DT,B0000687DQ,B00006FMBP,B00006FMBQ,5,5,30
170,170,3649,B0000640YW,Video,48423,5,B0002V7OGA,B00005MEPP,B0001NBLXG,B00009KU95,B00007M5KT,2,5,12
171,171,3655,1585651052,Video,30222,5,6304340206,0767017633,6304947526,B00006RCSU,B000006QYL,1,3,16
172,172,3696,6302507251,Video,27934,5,6302812291,B000063JZ7,B000005O2C,6305668698,6301015460,17,4,53
173,173,3784,6304469519,Video,39363,5,B00005YUOG,B0002UNQ5Y,B00003M5GA,6305079145,6305079188,21,3,258
174,174,3810,0971977321,Video,68601,0,,,,,,1,5,0
175,175,3818,630512079X,Video,29072,0,,,,,,6,4,39
176,176,3826,B0000714FU,Video,53043,0,,,,,,0,0,0
177,177,3827,6302374057,Video,13149,5,1566054419,B0002NY7UO,B00005LC4U,1860745148,B000642JG8,7,4.5,42
178,178,3846,6304969422,Video,81287,0,,,,,,14,4.5,16
179,179,3881,6302959691,Video,57929,0,,,,,,1,5,2
180,180,3903,6304291752,Video,464,5,6305859612,6304291736,B00005T33H,B0006213IK,B00008DDJD,93,4.5,1016
181,181,3905,6304288875,Video,22915,3,0965169073,B00005UQD9,6304898592,,,4,5,21
182,182,3907,6305374821,Video,37016,0,,,,,,1,5,4
183,183,3949,B000055WDV,Video,81163,0,,,,,,0,0,0
184,184,3962,1563711982,Video,34829,0,,,,,,1,5,2
185,185,4016,630098687X,Video,16856,5,0769721141,6301395239,B00000149F,B0001FR0MA,6302560047,5,3.5,52
186,186,4018,B00003CY5X,Video,4807,5,0780625145,B00003CXJ1,B00005JLRQ,B00005JKED,6304821832,227,4,472
187,187,4030,B00003CY5F,Video,10089,5,B000023VTP,B00008NRI8,B00003CXRY,B0001ADAVK,B00003IPFP,175,3,489
188,188,4035,B00003CY5C,Video,16564,5,B00003CXDS,B00008LDPU,B0002J4X1Q,B0000VAFO0,B0006GVJE4,660,4,2621
189,189,4092,6303203922,Video,20434,5,6303575625,630188759X,6303203264,6303575617,6303203272,4,4.5,75
190,190,4168,6304966946,Video,47875,5,B00008WJE3,B00004RF3N,B0000TPA10,B0002CR08G,B00009IAXE,28,4.5,128
191,191,4177,630344461X,Video,51651,5,6303396798,1568322259,1568328478,630356836X,1568328605,1,5,1
192,192,4190,6303646611,Video,25223,0,,,,,,2,5,5
193,193,4193,B000053VCO,Video,58560,4,B00004RF7E,6303683533,6303152767,6302777275,,2,4,1
194,194,4209,B00005LKL4,Video,24151,5,B000077VQC,B00004ZBVO,B0008G2748,031211883X,B000063UQN,73,4,281
195,195,4213,6302032121,Video,28431,5,B00005OW04,B0001I56GO,B00007AJDH,B000096IBQ,B00005JMR7,24,4,77
196,196,4219,B000053VCG,Video,12637,5,6305835551,B0000AOV3W,6303854281,B00005K3OR,B00005R5GK,42,3.5,306
197,197,4229,6304401876,Video,68053,0,,,,,,0,0,0
198,198,4236,0792841905,Video,43507,5,B0000541AK,B00005JLG1,B00007BK2R,B00007ELEN,0767821955,24,4,56
199,199,4240,B00005TPOR,Video,25430,5,B000089799,0783233507,B00009M9AH,B00004Z1FZ,B0000VV512,41,4.5,151
200,200,4265,630487412X,Video,110818,0,,,,,,0,0,0
201,201,4268,6301766377,Video,4348,4,1568554133,B00000413L,1565019822,B00005JNEI,,4,5,46
202,202,4287,B00004ZD4S,Video,37583,0,,,,,,2,3.5,9
203,203,4330,6301650433,Video,25966,0,,,,,,5,3,30
204,204,4332,6302503396,Video,52411,0,,,,,,0,0,0
205,205,4374,0767820630,Video,25377,2,0767820614,0767830415,,,,1,5,8
206,206,4411,630587218X,Video,39159,0,,,,,,14,5,29
207,207,4440,0780620097,Video,13597,5,0780620100,0780620089,0780619218,078061920X,0780619226,2,4.5,24
208,208,4473,6300251969,Video,36986,5,B00006I042,B00000IO3W,B000093NSP,B00026L7OU,B00023P4UQ,26,4,96
209,209,4491,6300271706,Video,12665,5,B0000541AM,B00004RE45,0767849981,B000002KKI,0783227876,31,4.5,120
210,210,4498,6303890385,Video,24566,5,B00005Q4D7,6302963052,6302130123,079283576X,630129341X,6,4,26
211,211,4501,6301798082,Video,29207,5,B000068TQ5,B000068TQ6,6305837821,B0001AW0YS,B00007L4KP,5,4.5,50
212,212,4505,0800187784,Video,6155,5,0780618556,0790732157,B00003CXE4,0783235070,6304696469,109,4,231
213,213,4509,6302921074,Video,55515,0,,,,,,0,0,0
214,214,4545,6302269431,Video,15756,5,B00000ILBM,078321958X,B00005T7I1,B00000IQW3,B0006IIPIK,73,4,194
215,215,4569,B00001REA7,Video,47180,5,B00003CWS3,B0000AUHQG,B0006IIKRQ,B00005JKI7,B000274THQ,4,4.5,11
216,216,4589,6300246795,Video,15141,5,079284047X,B00009N80R,B00004RF9H,0767821785,B00004RF9L,31,4.5,152
217,217,4600,6305237220,Video,24438,4,1570281181,B00000INH3,B000034DM3,B00000INH2,,11,5,47
218,218,4632,6302777275,Video,530,5,6302275660,B000069HY9,B00005QFDY,6303234674,B00005QFE0,14,5,105
219,219,4642,B000050Y09,Video,80610,0,,,,,,0,0,0
220,220,4647,B000050Y03,Video,21824,0,,,,,,0,0,0
221,221,4688,157807147X,Video,62867,0,,,,,,1,5,0
222,222,4758,6300253139,Video,68667,0,,,,,,0,0,0
223,223,4812,0769720633,Video,35602,4,076972065X,0769720617,0769720641,0769720668,,2,3,12
224,224,4828,630196411X,Video,3081,5,6302224373,630197817X,6302224381,6301967143,6301976282,6,3.5,24
225,225,4839,6305908117,Video,45569,5,B00005M2CC,B0001UZZS6,6305908311,B00065GX64,B0002V7O0Q,6,3.5,68
226,226,4852,6303471234,Video,28339,5,B00000DHKE,6303471242,B000008TX4,B000008TX5,B000008TX6,0,0,0
227,227,4861,B00005MIR0,Video,5681,5,B00015HXCW,B0001KNHSQ,B00005RI8J,B00007G1YH,B00008G629,4,3.5,46
228,228,4941,1572521732,Video,3523,5,B000056KE2,B00005NOO7,B00005NOO5,B00008NGCB,B000002LEW,6,4,105
229,229,4982,0780019148,Video,44878,5,B00005Y71Y,B00005Y6ZC,0792299957,B00005KA7A,B00005UQ8N,3,3.5,41
230,230,5000,B000007PQO,Video,21961,0,,,,,,2,5,5
231,231,5041,6300214443,Video,21708,5,B000092T3Y,B0001907BC,B0002DB50E,B00005K3NY,0790742829,75,4.5,351
232,232,5048,6301818075,Video,77170,0,,,,,,0,0,0
233,233,5070,630395345X,Video,8360,5,B00008975Z,B00005JMUA,B00005JMEW,B000068DBD,B00003CXCT,633,4.5,4194
234,234,5071,6305072094,Video,52779,0,,,,,,0,0,0
235,235,5081,B00005LDCE,Video,45789,5,B00005LDCC,B00005NHIQ,B00005NHIT,B00005B44H,B00005B44J,11,4.5,38
236,236,5089,0784001804,Video,2412,5,0784001294,B00016XNQQ,B00006LPC5,B00004RFEI,B00006AG8D,11,4,75
237,237,5091,B00001U0GD,Video,63098,0,,,,,,0,0,0
238,238,5144,6301262646,Video,34595,5,6303217028,6301410181,6301262654,6303065546,B00006D2SP,3,4.5,0
239,239,5168,6305395861,Video,29083,5,B00008HCB8,B00006SFJC,B00004RETT,B00008NJFR,B0000DBJAL,15,4,114
240,240,5210,6304341849,Video,6283,5,B0002I84JO,B0002ABUNY,B0000DD75N,B00013WVI0,B0001DCYUU,83,5,905
241,241,5315,6302779782,Video,11646,5,B0001US78Q,B00074DY0W,B00074DY0M,B00008LDNZ,B0001US78G,22,4,120
242,242,5335,6304167725,Video,17473,5,630469623X,B0000541AK,6305308756,B000053VBC,B00005JLG1,130,4.5,259
243,243,5385,630571312X,Video,13973,5,0790740729,B00004XPON,B000274T94,B00004XPOO,B000092Q5J,19,4,116
244,244,5406,6304342780,Video,9905,5,B00005OW04,0790739739,0790736411,6305364648,0780625145,97,4.5,542
245,245,5409,B00005U8R7,Video,3516,4,B00005U8RA,B00005U8QY,B00007G22V,B0000DC3TN,,2,4.5,24
246,246,5449,B00005U8RZ,Video,20570,5,B00003CXSD,B00007AJF4,B0000CABE5,1862056919,B00000IQC6,9,4,16
247,247,5452,B00005U8RP,Video,14893,5,B00005BCML,B00005LQ3B,B00005BCMM,B00006B1HM,0689840853,5,3,23
248,248,5453,B00005U8RQ,Video,8968,5,B00005BCMQ,B00005BCMO,B00005LQ3A,B00006JE51,B0000640Y4,12,4.5,113
249,249,5456,B00005U8RV,Video,29759,5,0792146344,B00006B1HL,B00003GPG5,0792163249,6304747470,0,0,0
250,250,5460,B00005U8RH,Video,11048,5,B00005N5SA,B00004XMV5,6305364443,B00000JBXY,B00013RC70,36,4,170
251,251,5463,B00005U8RO,Video,27875,5,B00000G3PL,B00005K3LX,B00003CXD3,6305310343,6305252572,21,4.5,187
252,252,5464,B00005U8RA,Video,13972,5,B00005U8R7,6304096631,B0000DC3TN,6301060954,B00005A1UV,3,4.5,46
253,253,5468,B00005U8RE,Video,27918,5,B00008ZZ8D,B000244GC2,B00005J9OM,B0000AC8PQ,B00006G8KJ,0,0,0
254,254,5469,B00005U8RF,Video,34430,0,,,,,,0,0,0
255,255,5473,6300208028,Video,30548,5,B00004RER5,B00023P4GA,B00023P4FQ,B00008LDNZ,B00023P4II,3,2.5,34
256,256,5507,078310135X,Video,23922,0,,,,,,9,4.5,28
257,257,5522,0767027329,Video,15646,5,B00003RQLS,B0002F6AH0,B0000646UC,B00005QW4L,B0000AQS3X,18,4.5,628
258,258,5527,6305828490,Video,49983,0,,,,,,0,0,0
259,259,5532,0773386564,Video,51189,0,,,,,,7,3.5,25
260,260,5572,0769720641,Video,35476,5,0769720668,0769720617,076972065X,0769720676,0769720625,1,1,14
261,261,5581,B00005Y755,Video,33946,5,B0007DII8G,B000059QYB,B00005UWG6,B0000CDL7N,B00005Y7JA,15,5,49
262,262,5636,1587270579,Video,45007,0,,,,,,2,3,14
263,263,5642,6304812981,Video,34154,0,,,,,,2,2.5,34
264,264,5651,0788811207,Video,7467,5,B00005JLJC,B00005JN0Q,B00007GZZW,B0001I55SI,B00077BPFU,36,4.5,383
265,265,5682,6300213676,Video,16040,5,B00007G1VB,B00003CXD0,B0002WZTNY,B00003RQNJ,B0002XL37E,24,4.5,150
266,266,5764,B00006JUE3,Video,16746,5,B000067J3R,0671510053,B00005JKIS,B000077VRZ,0790734702,98,4,628
267,267,5901,0970363001,Video,32227,0,,,,,,3,5,5
268,268,5910,6302373387,Video,35180,0,,,,,,3,5,14
269,269,5926,630430840X,Video,13140,5,B0000AGWJ9,6301969200,B0002VL06K,B0000WN0NW,B0000DJZ8Q,27,4.5,188
270,270,5929,0792108868,Video,3486,5,6305754934,078322592X,B00005ASGG,B00008CMR4,B000059HB7,44,5,299
